RBD;HH_A;HH_UTP;HH_PDIR;HH_DIR;HH_OES;HH_OF;HH_JUTP;HH_IG;HH_OR;HH_DIR_SOST;HH_TP_SOST;HH_SUP_SOST;HH_SUBDIR;HH_PROF_ENC;HH_EDUC_TRAD;HH_TOT
8439;1202;0;0;44;0;0;44;44;44;0;0;0;0;0;0;1378
8440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8441;1436;0;44;44;0;0;0;0;0;0;0;0;0;0;0;1524
8442;1516;44;88;44;88;0;88;44;44;0;0;0;0;0;44;2000
8443;613;44;0;22;0;0;0;0;0;0;0;0;0;0;0;679
8444;1210;0;0;44;5;0;44;44;44;0;0;0;0;0;0;1391
8446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8448;593;0;0;44;44;0;44;44;44;0;0;0;0;0;0;813
8449;600;0;0;44;40;0;44;44;44;0;25;0;0;0;0;841
8450;226;0;0;0;0;0;44;0;0;0;0;0;0;44;0;314
8452;198;0;0;0;0;0;0;0;0;0;0;0;0;44;0;242
8453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8454;2030;44;88;44;22;0;0;0;0;0;0;0;0;0;0;2228
8455;1428;176;44;44;44;0;44;130;44;0;0;0;0;0;0;1954
8456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8457;896;167;215;44;30;0;44;0;0;0;0;0;0;0;0;1396
8458;1382;66;44;44;0;0;0;91;30;0;0;0;0;0;0;1657
8460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8463;2439;95;0;40;75;0;80;0;0;0;0;0;0;0;0;2729
8464;1746;88;39;44;67;0;44;88;44;0;44;0;0;0;0;2204
8467;168;0;0;0;0;0;0;0;0;0;0;0;0;44;0;212
8468;288;0;0;44;0;0;0;0;0;0;0;0;0;0;0;332
8470;340;0;0;44;0;0;44;0;0;0;0;0;0;0;0;428
8473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8474;1281;0;0;44;132;0;44;44;44;0;0;0;0;0;0;1589
8475;1236;0;0;44;436;0;88;44;44;0;0;0;0;0;44;1936
8478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8479;382;0;44;44;0;0;0;0;0;0;0;0;0;0;0;470
8480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8482;220;0;0;0;0;0;0;0;0;0;0;0;0;44;0;264
8483;1387;0;0;44;44;0;44;44;44;0;0;0;0;0;0;1607
8484;44;0;0;44;0;0;0;0;0;0;0;0;0;0;0;88
8485;5808;176;132;44;352;0;44;132;220;0;44;0;44;0;0;6996
8486;44;0;0;44;0;0;0;0;0;0;0;0;0;0;0;88
8487;4445;132;0;44;246;0;44;88;264;0;0;0;44;0;0;5307
8488;1603;75;0;44;118;0;44;88;88;0;0;0;0;0;0;2060
8489;1613;88;0;44;167;0;44;132;44;0;0;0;0;0;0;2132
8490;1677;44;0;44;38;0;44;88;88;0;0;0;0;0;0;2023
8491;3324;88;44;44;247;0;0;132;163;0;44;0;88;0;0;4174
8492;1674;44;44;44;90;74;44;220;88;0;112;0;0;0;0;2434
8494;1085;44;0;44;176;0;0;44;44;0;0;0;0;0;0;1437
8495;1088;44;44;44;191;44;44;44;0;0;32;0;0;0;0;1575
8496;1260;82;0;44;0;0;0;88;44;0;44;0;0;0;0;1562
8497;1742;0;0;44;243;0;132;209;88;0;0;0;0;0;0;2458
8498;1438;132;44;44;60;0;44;42;88;0;0;0;44;0;0;1936
8499;3130;44;44;44;805;0;44;176;176;0;0;0;0;0;0;4463
8500;1959;44;44;44;464;9;44;44;44;0;30;0;0;0;0;2726
8501;1288;88;88;44;168;0;44;0;44;44;0;0;0;0;0;1808
8502;780;0;0;44;0;0;44;44;44;0;0;0;0;0;0;956
8503;1803;132;44;44;111;0;88;132;88;0;0;0;44;0;0;2486
8504;955;30;0;44;44;0;44;44;44;0;0;0;0;0;0;1205
8505;1585;44;0;44;51;0;44;44;0;0;0;0;0;0;0;1812
8506;1143;0;12;44;0;0;0;44;0;0;0;0;0;0;0;1243
8507;1296;0;0;44;0;0;44;44;44;0;0;0;0;0;0;1472
8508;669;0;0;44;88;30;44;88;30;0;0;0;0;0;0;993
8510;961;0;0;44;689;0;44;44;44;0;0;0;0;0;0;1826
8511;2036;88;66;42;0;0;44;44;0;0;0;0;0;0;0;2320
8513;1422;0;0;44;75;0;44;44;44;0;0;0;0;0;0;1673
8514;2368;74;0;44;40;0;88;132;44;0;40;0;0;0;0;2830
8515;626;0;0;44;0;0;44;44;0;0;44;0;0;0;0;802
8518;1414;44;0;44;617;0;88;88;132;0;0;0;0;0;70;2497
8519;630;0;0;44;124;0;44;44;0;0;0;0;0;0;0;886
8520;1356;0;0;44;74;44;44;0;44;44;0;0;0;0;0;1650
8521;1677;0;0;44;44;0;88;88;88;0;44;0;0;0;39;2112
8522;1092;0;44;44;344;0;44;44;44;0;0;0;44;0;0;1700
8523;692;44;0;44;350;0;44;44;44;0;0;0;0;0;0;1262
8524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8529;557;0;0;44;88;0;44;44;0;0;0;0;0;0;0;777
8530;1443;0;0;44;200;0;88;88;44;44;0;0;0;0;0;1951
8531;1765;0;0;44;30;0;44;44;44;0;44;0;0;0;0;2015
8532;1283;0;0;44;117;8;44;44;44;0;0;0;0;0;0;1584
8533;1733;40;0;44;111;0;44;44;44;0;0;0;0;0;0;2060
8535;1388;88;0;44;53;0;44;44;44;0;0;0;0;0;0;1705
8536;1331;60;0;44;88;0;44;44;44;0;0;0;0;0;0;1655
8537;1529;0;0;44;128;35;88;44;44;0;0;0;0;0;0;1912
8540;844;0;0;44;44;0;44;44;44;0;0;0;0;0;0;1064
8541;1537;0;0;44;0;0;88;44;0;0;0;0;44;0;0;1757
8542;1567;0;0;44;318;0;88;88;44;0;0;0;0;0;0;2149
8544;2020;0;44;44;290;44;44;88;44;0;0;0;0;0;0;2618
8546;3131;30;44;44;44;0;44;88;88;0;0;0;0;0;0;3513
8547;765;0;0;44;0;0;44;44;0;0;0;0;0;0;0;897
8548;1386;0;44;44;44;0;44;44;44;0;0;0;0;0;0;1650
8549;784;0;44;44;72;0;44;44;44;0;0;0;0;0;0;1076
8550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8552;2359;44;0;44;212;0;44;88;60;0;0;0;0;0;0;2851
8553;1693;0;34;44;168;0;88;264;44;0;0;0;0;0;0;2335
8554;741;0;0;44;82;0;88;88;64;0;0;0;0;0;0;1107
8555;698;44;0;44;118;0;44;44;44;0;0;0;0;0;0;1036
8556;1482;0;0;44;76;0;44;88;44;0;0;0;0;0;0;1778
8558;1199;0;0;44;165;0;44;44;44;0;0;0;0;0;0;1540
8561;890;88;44;44;0;0;44;44;44;0;0;40;0;0;0;1238
8562;1024;79;38;44;143;0;0;44;44;0;0;0;0;0;0;1416
8563;1447;0;44;44;40;0;44;44;44;0;0;0;0;0;0;1707
8564;688;0;0;44;154;0;44;44;44;0;0;0;0;0;0;1018
8565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8569;1317;0;0;44;0;0;44;88;44;0;0;0;0;0;0;1537
8571;766;0;44;44;6;0;44;0;0;0;0;0;44;0;0;948
8572;817;0;37;44;0;0;44;88;0;0;0;0;0;0;0;1030
8573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8576;555;212;44;44;115;0;0;0;67;0;40;0;0;0;25;1102
8577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8579;688;0;0;44;195;0;44;44;38;0;0;0;0;0;0;1053
8581;980;0;0;44;81;0;44;44;0;0;0;0;0;0;0;1193
8583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8585;524;0;0;44;88;0;44;44;0;0;0;0;0;0;0;744
8586;1442;44;0;44;152;0;44;44;0;0;0;0;0;0;0;1770
8587;1142;0;0;44;139;0;44;172;104;0;0;0;44;0;0;1689
8589;2986;0;44;44;88;0;0;0;74;0;0;0;0;0;0;3236
8590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8592;1331;44;44;44;118;0;44;40;44;0;0;0;0;0;0;1709
8593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8598;384;0;0;44;44;0;0;44;0;0;0;0;0;0;0;516
8601;211;0;23;40;0;0;0;0;0;0;0;0;0;0;0;274
8603;2494;0;44;44;246;0;0;44;0;0;44;0;0;0;0;2916
8604;1354;0;0;44;463;0;0;44;40;0;0;0;0;0;0;1945
8609;2560;91;124;44;0;0;0;0;0;0;0;0;0;0;0;2819
8611;1680;44;44;44;260;0;44;0;44;0;0;0;0;0;0;2160
8612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8613;507;88;44;44;0;0;0;40;0;0;0;0;0;0;0;723
8614;2025;88;88;44;397;0;44;44;75;0;0;0;44;0;0;2849
8615;1456;88;82;44;297;0;0;44;0;0;0;0;0;0;0;2011
8616;1046;44;0;44;0;0;0;0;40;0;0;0;0;0;0;1174
8617;1603;0;88;44;0;0;44;0;0;0;0;0;0;0;0;1779
8618;884;0;44;44;0;0;0;44;44;0;0;0;0;0;0;1060
8620;631;17;0;44;0;0;0;0;0;0;0;0;44;0;0;736
8621;910;0;88;44;0;0;74;0;0;0;0;0;0;0;0;1116
8623;428;44;0;44;124;0;0;44;0;0;0;0;0;0;0;684
8625;1204;0;44;44;132;0;0;0;0;0;44;31;0;0;0;1499
8626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8627;2907;0;44;44;396;0;132;88;88;0;0;0;0;0;0;3699
8629;1244;0;0;44;184;0;132;44;30;0;0;0;0;0;0;1678
8630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8631;1350;0;20;44;0;40;40;0;30;0;0;0;44;0;0;1568
8632;2145;44;44;44;257;0;44;44;30;0;0;0;0;0;0;2652
8634;1504;0;44;44;84;0;44;88;44;0;0;0;44;0;0;1896
8635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8636;1828;131;176;0;15;0;0;0;38;0;0;0;44;44;0;2276
8639;753;30;0;44;0;0;44;44;0;0;0;0;0;0;0;915
8642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8643;1199;0;0;44;0;0;44;44;44;0;0;0;0;0;0;1375
8644;1006;0;44;44;0;0;44;88;0;0;0;0;0;0;0;1226
8645;3048;0;176;44;0;0;0;0;44;0;88;0;0;0;0;3400
8646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8649;1129;44;132;44;128;0;0;44;0;0;0;0;0;0;38;1559
8650;607;0;32;44;110;0;44;22;0;0;0;0;0;0;0;859
8652;1165;103;38;44;249;0;0;0;0;0;0;0;0;0;0;1599
8653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8654;494;0;0;44;40;0;44;44;0;0;0;0;0;0;0;666
8656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8657;1673;44;202;44;205;0;0;0;0;0;0;0;0;0;0;2168
8658;1472;0;88;44;44;0;0;0;132;0;0;0;0;0;0;1780
8659;1156;0;0;44;132;0;0;0;44;0;0;0;84;0;0;1460
8660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8661;1257;0;44;44;0;0;0;0;44;0;0;0;44;0;0;1433
8663;1520;0;0;44;0;0;0;44;44;0;0;0;44;0;0;1696
8665;516;44;0;44;100;0;0;44;0;0;44;0;0;0;0;792
8666;718;0;44;44;118;0;44;44;0;0;0;0;0;0;0;1012
8667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8671;841;130;0;44;255;0;0;0;35;44;0;0;0;0;0;1349
8673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8674;524;0;0;44;0;0;40;35;0;0;0;0;0;0;0;643
8675;1560;0;40;44;94;0;80;83;30;0;0;0;0;0;0;1931
8676;1853;87;88;44;0;0;44;44;0;0;42;0;0;0;0;2202
8677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8678;677;0;0;44;112;0;0;44;44;0;0;0;0;0;0;921
8680;961;40;0;44;40;0;44;44;44;0;0;0;0;0;0;1217
8681;1984;0;0;44;264;0;44;44;44;0;0;0;0;0;0;2424
8682;1544;0;44;44;369;0;0;0;88;0;0;0;44;0;0;2133
8684;390;0;0;44;30;0;44;0;0;0;0;0;0;0;0;508
8685;1507;168;44;44;44;0;44;44;0;0;0;0;0;0;33;1928
8689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8690;1301;41;44;44;352;0;0;40;0;0;0;0;44;0;0;1866
8693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8697;1478;44;0;44;285;0;44;44;0;0;0;0;0;0;0;1939
8699;407;0;44;44;44;0;0;0;0;0;0;0;0;0;0;539
8700;313;0;0;44;0;0;0;0;0;0;0;0;0;0;0;357
8703;725;0;0;44;136;0;36;44;0;0;0;0;44;0;0;1029
8706;671;44;0;44;132;0;44;66;44;0;0;0;0;0;0;1045
8707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8712;170;0;0;44;0;0;0;0;0;0;0;0;0;0;0;214
8714;581;44;44;44;0;0;35;0;0;0;0;0;0;0;0;748
8715;495;44;0;44;44;0;44;0;0;0;0;0;0;0;0;671
8716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8717;372;40;30;44;0;0;0;0;0;0;0;0;0;0;0;486
8718;344;0;30;44;88;0;0;0;0;0;0;0;0;0;0;506
8720;837;0;30;44;0;0;44;44;0;0;0;0;0;0;0;999
8721;504;36;0;44;0;0;44;0;0;0;0;0;0;0;0;628
8724;552;0;0;44;0;0;0;0;0;0;0;0;0;0;0;596
8725;230;0;0;44;44;0;0;0;0;0;0;0;0;0;0;318
8726;569;0;0;44;0;0;0;0;0;0;44;0;0;0;0;657
8728;1392;44;44;44;94;0;44;44;0;0;0;0;0;0;0;1706
8734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8739;556;0;0;44;41;0;15;44;0;0;0;0;33;0;0;733
8740;1375;79;44;40;76;0;40;80;44;0;0;0;0;0;0;1778
8748;3581;0;132;44;286;0;0;44;68;0;0;0;0;0;0;4155
8749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8750;2335;132;44;44;0;0;0;44;44;0;0;0;0;0;0;2643
8751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8754;1585;87;0;44;0;0;0;88;88;0;0;0;0;0;0;1892
8755;1179;44;88;44;27;0;44;0;30;0;0;0;0;0;0;1456
8756;1860;0;220;44;77;0;0;0;44;0;0;0;0;0;0;2245
8757;3492;0;0;44;0;0;44;0;0;0;0;0;0;0;0;3580
8758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8759;612;0;30;44;0;0;0;44;0;0;0;0;0;0;0;730
8760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8761;3898;0;0;44;14;0;0;0;0;44;0;0;0;0;0;4000
8762;822;0;0;44;40;0;0;0;26;0;0;0;0;0;43;975
8763;220;0;0;44;0;0;0;0;0;0;0;0;0;0;0;264
8764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8768;242;0;0;44;0;0;0;0;0;0;0;0;0;0;0;286
8769;1131;20;0;40;44;0;0;71;25;0;0;0;40;0;0;1371
8771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8780;366;0;44;44;0;0;44;0;0;0;0;0;0;0;0;498
8781;213;0;0;44;0;0;0;0;0;0;0;0;0;0;0;257
8782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8791;1290;0;88;44;7;0;44;0;36;0;44;0;0;0;0;1553
8792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8793;162;0;0;44;0;0;0;0;0;0;0;0;0;0;0;206
8795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8800;463;36;0;36;36;0;0;0;0;0;0;0;37;0;0;608
8807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8809;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;44
8810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8811;913;32;70;40;180;0;35;0;48;0;0;0;0;0;0;1318
8812;1193;0;88;44;0;0;0;0;0;44;0;0;0;0;0;1369
8813;1695;0;0;44;0;0;44;0;44;0;0;0;0;0;0;1827
8814;679;0;44;44;43;0;44;44;0;0;0;0;0;0;0;898
8815;4274;88;0;44;176;88;220;176;132;0;0;0;88;0;0;5286
8816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8818;1727;40;44;44;170;0;44;0;44;0;0;0;0;0;0;2113
8819;1458;0;0;44;44;0;44;44;35;0;0;0;0;0;0;1669
8821;2808;0;0;44;44;0;88;44;44;0;0;0;44;0;0;3116
8822;3174;0;0;44;21;88;132;44;88;0;0;0;0;0;0;3591
8823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8825;2317;44;0;44;344;41;44;44;44;0;34;0;44;0;0;3000
8826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8827;1520;44;0;44;128;0;0;0;0;0;0;0;44;0;0;1780
8828;3498;88;0;44;454;44;44;44;88;0;0;0;44;0;76;4424
8830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8832;948;0;0;44;0;44;44;44;0;0;0;36;44;0;0;1204
8833;927;88;0;44;178;0;0;0;44;0;0;0;0;0;0;1281
8835;2808;0;0;44;112;30;132;88;44;0;0;0;0;0;0;3258
8837;414;44;0;44;10;0;0;0;0;0;0;0;0;0;0;512
8839;459;35;0;44;0;0;44;0;0;0;0;0;0;0;0;582
8840;421;0;0;44;0;0;44;0;0;0;0;0;0;0;0;509
8841;2854;0;308;44;235;0;0;0;0;0;0;0;0;0;0;3441
8842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8845;478;0;0;44;0;0;0;41;0;0;0;0;0;0;0;563
8846;1385;0;88;44;12;0;0;44;44;0;0;0;0;0;0;1617
8849;2210;44;0;44;88;0;44;44;0;0;40;0;0;0;0;2514
8852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8854;897;0;88;44;118;0;0;44;0;0;0;0;0;0;44;1235
8856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8860;650;0;30;44;0;0;0;0;41;0;0;0;0;0;0;765
8861;687;44;44;44;32;0;44;0;32;0;44;0;0;0;0;971
8862;1148;0;0;40;0;0;0;0;0;0;0;0;0;0;0;1188
8863;3603;40;132;44;0;0;0;0;0;0;0;0;0;0;39;3858
8866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8867;3533;127;0;44;30;0;0;0;0;0;0;0;0;0;0;3734
8868;1532;40;44;42;266;0;0;43;0;0;0;0;0;0;0;1967
8869;2690;0;220;44;48;0;0;0;0;0;0;0;44;0;0;3046
8870;2871;35;44;44;0;0;0;0;0;0;0;0;35;0;0;3029
8871;2480;37;154;40;0;0;35;0;0;0;0;0;0;0;0;2746
8872;2106;98;0;31;30;0;36;39;0;0;0;0;0;0;0;2340
8873;3137;35;80;40;146;0;0;140;252;40;0;0;40;0;0;3910
8876;212;18;0;44;0;0;0;39;0;0;0;0;0;0;0;313
8877;5371;0;40;40;227;0;0;0;0;0;0;0;0;0;0;5678
8878;3625;132;308;44;86;0;0;0;0;0;0;0;0;0;39;4234
8880;2888;0;0;38;0;0;0;0;0;0;0;0;0;0;0;2926
8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8883;319;0;74;44;0;0;44;0;0;0;0;0;0;0;0;481
8885;2017;0;44;44;0;0;0;0;0;0;44;0;0;0;0;2149
8888;5874;80;225;40;395;0;0;0;0;0;0;0;110;0;0;6724
8889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8892;3463;87;176;44;71;0;0;127;44;0;42;0;0;0;0;4054
8893;4088;44;132;44;88;0;0;0;0;0;0;0;0;0;0;4396
8894;1936;30;42;42;0;0;0;0;0;0;0;0;0;0;70;2120
8895;438;0;0;44;0;0;0;0;0;0;0;0;0;0;0;482
8899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8900;2744;44;132;88;88;0;0;0;44;44;0;0;0;0;0;3184
8902;1986;0;0;40;0;0;0;0;0;0;0;0;0;0;0;2026
8903;2937;0;88;44;724;0;44;44;7;0;0;0;0;0;0;3888
8904;2207;170;36;44;0;0;0;0;0;0;23;0;42;0;0;2522
8905;773;0;44;44;0;0;44;0;25;0;0;0;0;0;0;930
8906;5306;297;172;44;299;0;121;132;0;0;0;0;0;0;0;6371
8908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8909;3465;0;213;44;132;0;0;0;0;0;0;0;0;0;0;3854
8911;1146;43;0;44;0;0;44;44;0;0;0;0;0;0;0;1321
8912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8914;920;40;0;44;0;0;0;0;40;0;0;0;0;0;0;1044
8916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8917;6752;24;44;44;196;0;0;0;0;41;0;0;0;0;0;7101
8919;2058;0;88;44;0;0;0;0;44;0;0;0;0;0;0;2234
8921;1211;0;124;40;0;0;0;0;0;0;0;0;0;0;0;1375
8922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8923;4369;0;143;30;0;0;0;0;0;60;0;0;0;0;0;4602
8924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8925;2377;264;44;44;0;0;44;44;88;0;0;0;0;0;0;2905
8926;2664;0;0;44;0;0;44;132;88;0;0;0;0;0;0;2972
8927;2702;44;0;44;228;0;44;88;44;0;0;0;0;0;0;3194
8928;3747;176;0;44;250;0;88;132;154;0;42;0;0;0;0;4633
8930;1810;440;0;44;44;0;0;44;0;0;44;0;0;0;0;2426
8931;1082;0;132;44;0;0;0;44;0;0;0;0;0;0;44;1346
8933;2250;132;132;44;30;0;44;44;44;0;0;0;0;0;35;2755
8934;272;0;0;44;0;0;0;0;0;0;0;0;0;0;0;316
8935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8936;556;0;44;44;0;0;0;0;0;0;0;0;0;0;0;644
8938;789;30;0;44;44;0;44;44;44;0;0;0;0;0;0;1039
8941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8942;1485;0;0;44;1042;0;44;44;0;0;0;0;0;0;0;2659
8943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8944;1069;64;44;44;140;0;88;44;30;0;0;0;0;0;0;1523
8945;738;88;44;44;124;0;0;0;0;0;44;0;0;0;0;1082
8949;835;0;0;0;30;0;44;44;0;0;0;0;0;0;0;953
8950;1445;12;88;44;88;0;0;0;44;0;0;0;0;0;0;1721
8951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8953;2982;0;0;44;33;0;0;0;0;0;44;0;0;0;0;3103
8954;1879;74;40;44;113;0;44;44;40;0;0;0;0;0;0;2278
8955;943;105;0;43;165;0;0;0;0;0;0;0;0;0;0;1256
8956;824;0;0;44;0;0;44;0;0;0;0;0;0;0;0;912
8957;256;0;0;30;0;0;0;0;0;0;0;0;0;0;0;286
8958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8959;687;0;0;44;0;0;0;30;0;0;0;0;0;0;0;761
8962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8966;2116;0;126;43;0;0;0;0;0;0;0;0;0;0;0;2285
8967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8969;1726;44;44;44;44;0;44;88;44;0;0;0;0;0;176;2254
8970;915;12;24;40;3;0;0;0;0;0;0;0;0;0;0;994
8971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8972;5424;0;220;44;0;0;0;0;0;0;0;0;0;0;0;5688
8974;1493;170;42;44;0;0;44;88;0;0;0;0;0;0;0;1881
8978;3900;0;0;44;0;0;0;0;0;0;0;0;0;0;0;3944
8979;1647;72;134;22;165;0;273;0;0;0;0;0;0;0;480;2793
8981;1347;0;134;44;0;0;0;0;28;0;68;0;0;0;0;1621
8982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8984;2790;176;44;44;0;0;0;0;0;0;0;0;0;0;0;3054
8986;255;12;0;36;3;0;0;0;0;0;0;0;0;0;0;306
8987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8988;1648;7;88;37;127;32;0;44;0;0;0;0;0;0;0;1983
8989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8991;3984;118;357;36;26;0;0;88;0;0;0;0;0;0;0;4609
8992;2758;131;0;30;0;0;35;0;44;0;44;0;0;0;0;3042
8993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8995;5213;44;88;44;0;0;0;0;0;0;0;0;0;0;0;5389
8996;4781;88;220;44;147;0;0;0;0;0;38;0;0;0;0;5318
8997;327;0;0;40;0;0;0;20;0;0;0;0;0;0;0;387
8998;1035;0;0;44;0;0;35;0;0;0;0;0;0;0;0;1114
9001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9003;3786;123;176;44;485;0;112;158;35;0;0;0;0;0;35;4954
9004;1481;132;30;44;0;0;38;0;0;0;0;0;0;0;0;1725
9005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9006;1797;0;0;44;396;0;44;132;44;44;0;0;0;0;41;2542
9007;1233;0;88;44;74;0;0;0;44;0;0;0;0;0;0;1483
