RBD;GRADO;CD2018
4930;Basica;SIN CATEGORIA: BAJA MATRICULA
4932;Basica;SIN CATEGORIA: BAJA MATRICULA
4933;Basica;SIN CATEGORIA: BAJA MATRICULA
4935;Basica;SIN CATEGORIA: BAJA MATRICULA
4936;Basica;SIN CATEGORIA: BAJA MATRICULA
4939;Basica;SIN CATEGORIA: BAJA MATRICULA
4940;Basica;SIN CATEGORIA: BAJA MATRICULA
4941;Basica;SIN CATEGORIA: BAJA MATRICULA
4942;Basica;SIN CATEGORIA: BAJA MATRICULA
4943;Basica;ALTO
4946;Basica;SIN CATEGORIA: BAJA MATRICULA
4947;Basica;MEDIO
4952;Basica;MEDIO
4953;Basica;MEDIO-BAJO
4954;Basica;MEDIO
4955;Basica;MEDIO
4956;Basica;MEDIO-BAJO
4958;Basica;MEDIO-BAJO
4960;Basica;MEDIO
4961;Basica;MEDIO
4967;Basica;MEDIO
4968;Basica;INSUFICIENTE
4969;Basica;MEDIO-BAJO
4970;Basica;MEDIO
4971;Basica;MEDIO-BAJO
4973;Basica;ALTO
4974;Basica;MEDIO
4984;Basica;MEDIO-BAJO
4985;Basica;MEDIO-BAJO
4986;Basica;INSUFICIENTE
4987;Basica;MEDIO-BAJO
4988;Basica;MEDIO
4989;Basica;MEDIO-BAJO
4990;Basica;MEDIO
4991;Basica;MEDIO-BAJO
4992;Basica;MEDIO
4994;Basica;MEDIO-BAJO
4995;Basica;MEDIO-BAJO
4996;Basica;MEDIO
4997;Basica;MEDIO
4998;Basica;MEDIO-BAJO
4999;Basica;INSUFICIENTE
5001;Basica;MEDIO-BAJO
5002;Basica;INSUFICIENTE
5003;Basica;MEDIO
5005;Basica;MEDIO
5006;Basica;SIN CATEGORIA: BAJA MATRICULA
5009;Basica;ALTO
5010;Basica;MEDIO
5012;Basica;MEDIO
5015;Basica;MEDIO-BAJO
5016;Basica;MEDIO
5019;Basica;ALTO
5020;Basica;MEDIO
5025;Basica;MEDIO
5026;Basica;MEDIO
5028;Basica;MEDIO
5029;Basica;MEDIO
5031;Basica;MEDIO
5032;Basica;SIN CATEGORIA: BAJA MATRICULA
5033;Basica;MEDIO
5034;Basica;MEDIO-BAJO
5035;Basica;INSUFICIENTE
5036;Basica;SIN CATEGORIA: BAJA MATRICULA
5038;Basica;ALTO
5039;Basica;MEDIO
5040;Basica;SIN CATEGORIA: BAJA MATRICULA
5043;Basica;SIN CATEGORIA: BAJA MATRICULA
5046;Basica;MEDIO-BAJO
5049;Basica;MEDIO-BAJO
5050;Basica;MEDIO
5051;Basica;MEDIO
5052;Basica;MEDIO-BAJO
5053;Basica;MEDIO
5054;Basica;ALTO
5055;Basica;MEDIO
5056;Basica;SIN CATEGORIA: BAJA MATRICULA
5057;Basica;MEDIO
5059;Basica;SIN CATEGORIA: BAJA MATRICULA
5060;Basica;SIN CATEGORIA: BAJA MATRICULA
5062;Basica;SIN CATEGORIA: BAJA MATRICULA
5064;Basica;SIN CATEGORIA: BAJA MATRICULA
5065;Basica;SIN CATEGORIA: BAJA MATRICULA
5066;Basica;SIN CATEGORIA: BAJA MATRICULA
5067;Basica;SIN CATEGORIA: BAJA MATRICULA
5068;Basica;SIN CATEGORIA: BAJA MATRICULA
5069;Basica;SIN CATEGORIA: BAJA MATRICULA
5070;Basica;SIN CATEGORIA: BAJA MATRICULA
5072;Basica;MEDIO
5073;Basica;MEDIO
5074;Basica;MEDIO
5078;Basica;SIN CATEGORIA: BAJA MATRICULA
5080;Basica;SIN CATEGORIA: BAJA MATRICULA
5081;Basica;SIN CATEGORIA: BAJA MATRICULA
5082;Basica;MEDIO
5083;Basica;ALTO
5085;Basica;MEDIO
5086;Basica;MEDIO
5087;Basica;MEDIO
5088;Basica;MEDIO
5090;Basica;MEDIO
5091;Basica;MEDIO
5093;Basica;MEDIO
5095;Basica;SIN CATEGORIA: BAJA MATRICULA
5097;Basica;SIN CATEGORIA: BAJA MATRICULA
5099;Basica;SIN CATEGORIA: BAJA MATRICULA
5100;Basica;SIN CATEGORIA: BAJA MATRICULA
5101;Basica;MEDIO
5103;Basica;SIN CATEGORIA: BAJA MATRICULA
5104;Basica;MEDIO
5106;Basica;MEDIO-BAJO
5109;Basica;MEDIO
5110;Basica;MEDIO
5112;Basica;MEDIO
5113;Basica;MEDIO
5114;Basica;SIN CATEGORIA: BAJA MATRICULA
5116;Basica;SIN CATEGORIA: BAJA MATRICULA
5117;Basica;SIN CATEGORIA: BAJA MATRICULA
5119;Basica;MEDIO
5120;Basica;SIN CATEGORIA: BAJA MATRICULA
5121;Basica;MEDIO
5122;Basica;MEDIO-BAJO
5123;Basica;MEDIO
5127;Basica;MEDIO
5128;Basica;MEDIO
5129;Basica;ALTO
5130;Basica;MEDIO
5131;Basica;MEDIO
5132;Basica;MEDIO
5133;Basica;MEDIO
5134;Basica;MEDIO
5135;Basica;SIN CATEGORIA: BAJA MATRICULA
5140;Basica;MEDIO-BAJO
5143;Basica;SIN CATEGORIA: BAJA MATRICULA
5145;Basica;MEDIO
5147;Basica;SIN CATEGORIA: BAJA MATRICULA
5150;Basica;ALTO
5151;Basica;INSUFICIENTE
5152;Basica;MEDIO
5153;Basica;MEDIO
5154;Basica;MEDIO
5157;Basica;MEDIO
5158;Basica;MEDIO
5159;Basica;SIN CATEGORIA: BAJA MATRICULA
5162;Basica;SIN CATEGORIA: BAJA MATRICULA
5163;Basica;SIN CATEGORIA: BAJA MATRICULA
5165;Basica;SIN CATEGORIA: BAJA MATRICULA
5166;Basica;MEDIO-BAJO
5167;Basica;SIN CATEGORIA: BAJA MATRICULA
5168;Basica;SIN CATEGORIA: BAJA MATRICULA
5169;Basica;SIN CATEGORIA: BAJA MATRICULA
5170;Basica;SIN CATEGORIA: BAJA MATRICULA
5172;Basica;MEDIO
5174;Basica;SIN CATEGORIA: BAJA MATRICULA
5175;Basica;SIN CATEGORIA: BAJA MATRICULA
5176;Basica;SIN CATEGORIA: BAJA MATRICULA
5178;Basica;SIN CATEGORIA: BAJA MATRICULA
5180;Basica;INSUFICIENTE
5181;Basica;ALTO
5182;Basica;SIN CATEGORIA: BAJA MATRICULA
5183;Basica;SIN CATEGORIA: BAJA MATRICULA
5186;Basica;SIN CATEGORIA: BAJA MATRICULA
5188;Basica;SIN CATEGORIA: BAJA MATRICULA
5189;Basica;ALTO
5192;Basica;MEDIO
5193;Basica;MEDIO-BAJO
5194;Basica;MEDIO-BAJO
5195;Basica;SIN CATEGORIA: BAJA MATRICULA
5196;Basica;MEDIO
5197;Basica;MEDIO
5198;Basica;SIN CATEGORIA: BAJA MATRICULA
5202;Basica;MEDIO
5203;Basica;SIN CATEGORIA: BAJA MATRICULA
5204;Basica;SIN CATEGORIA: BAJA MATRICULA
5205;Basica;MEDIO
5207;Basica;SIN CATEGORIA: BAJA MATRICULA
5208;Basica;ALTO
5210;Basica;MEDIO-BAJO
5211;Basica;MEDIO
5212;Basica;SIN CATEGORIA: BAJA MATRICULA
5213;Basica;SIN CATEGORIA: BAJA MATRICULA
5214;Basica;MEDIO
5220;Basica;MEDIO
5221;Basica;MEDIO
5224;Basica;MEDIO
5225;Basica;MEDIO
5226;Basica;ALTO
5227;Basica;MEDIO
5228;Basica;MEDIO
5229;Basica;ALTO
5233;Basica;SIN CATEGORIA: BAJA MATRICULA
5248;Basica;SIN CATEGORIA: BAJA MATRICULA
5249;Basica;ALTO
5250;Basica;SIN CATEGORIA: BAJA MATRICULA
5255;Basica;SIN CATEGORIA: BAJA MATRICULA
5258;Basica;SIN CATEGORIA: BAJA MATRICULA
5264;Basica;MEDIO
5265;Basica;MEDIO
5266;Basica;ALTO
5270;Basica;MEDIO
5272;Basica;MEDIO
5273;Basica;MEDIO-BAJO
5275;Basica;SIN CATEGORIA: BAJA MATRICULA
5276;Basica;SIN CATEGORIA: BAJA MATRICULA
5280;Basica;MEDIO
5283;Basica;MEDIO
5284;Basica;MEDIO-BAJO
5286;Basica;MEDIO
5288;Basica;MEDIO
5289;Basica;MEDIO
5290;Basica;MEDIO-BAJO
5292;Basica;MEDIO
5294;Basica;SIN CATEGORIA: BAJA MATRICULA
5297;Basica;SIN CATEGORIA: BAJA MATRICULA
5307;Basica;SIN CATEGORIA: BAJA MATRICULA
5309;Basica;MEDIO
5310;Basica;SIN CATEGORIA: BAJA MATRICULA
5312;Basica;SIN CATEGORIA: BAJA MATRICULA
5314;Basica;SIN CATEGORIA: BAJA MATRICULA
5315;Basica;MEDIO
5322;Basica;SIN CATEGORIA: BAJA MATRICULA
5324;Basica;MEDIO
5326;Basica;MEDIO
5327;Basica;MEDIO
5328;Basica;SIN CATEGORIA: BAJA MATRICULA
5329;Basica;ALTO
5331;Basica;SIN CATEGORIA: BAJA MATRICULA
5332;Basica;SIN CATEGORIA: BAJA MATRICULA
5333;Basica;MEDIO
5336;Basica;SIN CATEGORIA: BAJA MATRICULA
5337;Basica;SIN CATEGORIA: BAJA MATRICULA
5339;Basica;MEDIO
5340;Basica;SIN CATEGORIA: BAJA MATRICULA
5341;Basica;MEDIO
5342;Basica;MEDIO-BAJO
5344;Basica;MEDIO
5345;Basica;MEDIO-BAJO
5346;Basica;MEDIO
5347;Basica;MEDIO-BAJO
5348;Basica;ALTO
5353;Basica;MEDIO-BAJO
5357;Basica;SIN CATEGORIA: BAJA MATRICULA
5358;Basica;SIN CATEGORIA: BAJA MATRICULA
5360;Basica;SIN CATEGORIA: BAJA MATRICULA
5362;Basica;SIN CATEGORIA: BAJA MATRICULA
5363;Basica;MEDIO
5364;Basica;SIN CATEGORIA: BAJA MATRICULA
5365;Basica;SIN CATEGORIA: BAJA MATRICULA
5368;Basica;SIN CATEGORIA: BAJA MATRICULA
5371;Basica;SIN CATEGORIA: BAJA MATRICULA
5372;Basica;MEDIO-BAJO
5373;Basica;MEDIO-BAJO
5374;Basica;MEDIO
5375;Basica;MEDIO
5376;Basica;SIN CATEGORIA: BAJA MATRICULA
5378;Basica;MEDIO
5379;Basica;SIN CATEGORIA: BAJA MATRICULA
5380;Basica;SIN CATEGORIA: BAJA MATRICULA
5381;Basica;SIN CATEGORIA: BAJA MATRICULA
5382;Basica;MEDIO-BAJO
5385;Basica;MEDIO
5386;Basica;SIN CATEGORIA: BAJA MATRICULA
5387;Basica;MEDIO
5389;Basica;SIN CATEGORIA: BAJA MATRICULA
5391;Basica;MEDIO
5392;Basica;SIN CATEGORIA: BAJA MATRICULA
5395;Basica;ALTO
5396;Basica;MEDIO-BAJO
5398;Basica;MEDIO-BAJO
5404;Basica;SIN CATEGORIA: BAJA MATRICULA
5406;Basica;MEDIO
5407;Basica;MEDIO
5408;Basica;MEDIO
5410;Basica;SIN CATEGORIA: BAJA MATRICULA
5411;Basica;MEDIO
5414;Basica;SIN CATEGORIA: BAJA MATRICULA
5415;Basica;SIN CATEGORIA: BAJA MATRICULA
5422;Basica;SIN CATEGORIA: BAJA MATRICULA
5423;Basica;SIN CATEGORIA: BAJA MATRICULA
5424;Basica;SIN CATEGORIA: BAJA MATRICULA
5425;Basica;SIN CATEGORIA: BAJA MATRICULA
5430;Basica;SIN CATEGORIA: BAJA MATRICULA
5431;Basica;SIN CATEGORIA: BAJA MATRICULA
5434;Basica;MEDIO
5435;Basica;MEDIO
5436;Basica;SIN CATEGORIA: BAJA MATRICULA
5437;Basica;SIN CATEGORIA: BAJA MATRICULA
5441;Basica;MEDIO
5442;Basica;MEDIO
5446;Basica;MEDIO
5449;Basica;SIN CATEGORIA: BAJA MATRICULA
5455;Basica;SIN CATEGORIA: BAJA MATRICULA
5459;Basica;SIN CATEGORIA: BAJA MATRICULA
5462;Basica;SIN CATEGORIA: BAJA MATRICULA
5463;Basica;SIN CATEGORIA: BAJA MATRICULA
5465;Basica;ALTO
5466;Basica;ALTO
5469;Basica;SIN CATEGORIA: BAJA MATRICULA
5470;Basica;MEDIO
5471;Basica;MEDIO
5472;Basica;MEDIO
5473;Basica;SIN CATEGORIA: BAJA MATRICULA
5474;Basica;SIN CATEGORIA: BAJA MATRICULA
5479;Basica;SIN CATEGORIA: BAJA MATRICULA
5480;Basica;SIN CATEGORIA: BAJA MATRICULA
5482;Basica;SIN CATEGORIA: BAJA MATRICULA
5485;Basica;SIN CATEGORIA: BAJA MATRICULA
5487;Basica;SIN CATEGORIA: BAJA MATRICULA
5490;Basica;SIN CATEGORIA: BAJA MATRICULA
5492;Basica;SIN CATEGORIA: BAJA MATRICULA
5493;Basica;MEDIO
5494;Basica;SIN CATEGORIA: BAJA MATRICULA
5496;Basica;SIN CATEGORIA: BAJA MATRICULA
5499;Basica;ALTO
5503;Basica;SIN CATEGORIA: BAJA MATRICULA
5504;Basica;SIN CATEGORIA: BAJA MATRICULA
5506;Basica;SIN CATEGORIA: BAJA MATRICULA
5508;Basica;MEDIO
5509;Basica;ALTO
5510;Basica;MEDIO
5511;Basica;SIN CATEGORIA: BAJA MATRICULA
5512;Basica;SIN CATEGORIA: BAJA MATRICULA
5513;Basica;SIN CATEGORIA: BAJA MATRICULA
5516;Basica;SIN CATEGORIA: BAJA MATRICULA
5518;Basica;SIN CATEGORIA: BAJA MATRICULA
5520;Basica;SIN CATEGORIA: BAJA MATRICULA
5521;Basica;SIN CATEGORIA: BAJA MATRICULA
5522;Basica;SIN CATEGORIA: BAJA MATRICULA
5523;Basica;SIN CATEGORIA: BAJA MATRICULA
5524;Basica;SIN CATEGORIA: BAJA MATRICULA
5525;Basica;SIN CATEGORIA: BAJA MATRICULA
5529;Basica;SIN CATEGORIA: BAJA MATRICULA
5532;Basica;SIN CATEGORIA: BAJA MATRICULA
5533;Basica;SIN CATEGORIA: BAJA MATRICULA
5535;Basica;SIN CATEGORIA: BAJA MATRICULA
5536;Basica;SIN CATEGORIA: BAJA MATRICULA
5537;Basica;MEDIO
5538;Basica;MEDIO
5539;Basica;ALTO
5541;Basica;SIN CATEGORIA: BAJA MATRICULA
5542;Basica;SIN CATEGORIA: BAJA MATRICULA
5544;Basica;SIN CATEGORIA: BAJA MATRICULA
5546;Basica;SIN CATEGORIA: BAJA MATRICULA
5548;Basica;SIN CATEGORIA: BAJA MATRICULA
5550;Basica;SIN CATEGORIA: BAJA MATRICULA
5551;Basica;SIN CATEGORIA: BAJA MATRICULA
5552;Basica;SIN CATEGORIA: BAJA MATRICULA
5554;Basica;SIN CATEGORIA: BAJA MATRICULA
5556;Basica;SIN CATEGORIA: BAJA MATRICULA
5557;Basica;SIN CATEGORIA: BAJA MATRICULA
5558;Basica;SIN CATEGORIA: BAJA MATRICULA
5561;Basica;SIN CATEGORIA: BAJA MATRICULA
5563;Basica;SIN CATEGORIA: BAJA MATRICULA
5569;Basica;MEDIO
5574;Basica;MEDIO
5575;Basica;MEDIO-BAJO
5578;Basica;MEDIO
5580;Basica;MEDIO
5582;Basica;MEDIO-BAJO
5583;Basica;MEDIO
5585;Basica;MEDIO-BAJO
5588;Basica;MEDIO
5589;Basica;MEDIO
5590;Basica;MEDIO
5592;Basica;MEDIO
5596;Basica;MEDIO
5597;Basica;MEDIO-BAJO
5599;Basica;MEDIO
5601;Basica;MEDIO
5604;Basica;MEDIO
5606;Basica;MEDIO
5608;Basica;MEDIO
5611;Basica;MEDIO
5613;Basica;MEDIO
5614;Basica;INSUFICIENTE
5622;Basica;MEDIO
5623;Basica;SIN CATEGORIA: BAJA MATRICULA
5624;Basica;MEDIO
5625;Basica;MEDIO
5627;Basica;ALTO
5629;Basica;SIN CATEGORIA: BAJA MATRICULA
5630;Basica;SIN CATEGORIA: BAJA MATRICULA
5631;Basica;MEDIO
5632;Basica;SIN CATEGORIA: BAJA MATRICULA
5633;Basica;SIN CATEGORIA: BAJA MATRICULA
5634;Basica;MEDIO
5635;Basica;SIN CATEGORIA: BAJA MATRICULA
5636;Basica;SIN CATEGORIA: BAJA MATRICULA
5637;Basica;SIN CATEGORIA: BAJA MATRICULA
5638;Basica;MEDIO
5639;Basica;SIN CATEGORIA: BAJA MATRICULA
5640;Basica;MEDIO
5644;Basica;SIN CATEGORIA: BAJA MATRICULA
5645;Basica;MEDIO
5646;Basica;MEDIO-BAJO
5647;Basica;SIN CATEGORIA: BAJA MATRICULA
5648;Basica;SIN CATEGORIA: BAJA MATRICULA
5649;Basica;ALTO
5651;Basica;SIN CATEGORIA: BAJA MATRICULA
5652;Basica;MEDIO
5654;Basica;MEDIO
5659;Basica;ALTO
5661;Basica;MEDIO
5664;Basica;MEDIO
5667;Basica;MEDIO-BAJO
5668;Basica;MEDIO-BAJO
5669;Basica;MEDIO
5670;Basica;MEDIO
5675;Basica;SIN CATEGORIA: BAJA MATRICULA
5678;Basica;MEDIO
5680;Basica;MEDIO
5682;Basica;MEDIO
5683;Basica;MEDIO
5684;Basica;MEDIO
5686;Basica;MEDIO-BAJO
5690;Basica;MEDIO
5693;Basica;MEDIO
5694;Basica;MEDIO-BAJO
5695;Basica;MEDIO
5697;Basica;MEDIO
5698;Basica;MEDIO
5703;Basica;MEDIO
5706;Basica;MEDIO
5709;Basica;MEDIO
5713;Basica;MEDIO-BAJO
5714;Basica;MEDIO
5716;Basica;MEDIO
5717;Basica;MEDIO
5719;Basica;MEDIO
5720;Basica;MEDIO
5725;Basica;ALTO
5726;Basica;MEDIO
5730;Basica;MEDIO
5731;Basica;SIN CATEGORIA: BAJA MATRICULA
5732;Basica;ALTO
5734;Basica;SIN CATEGORIA: BAJA MATRICULA
5737;Basica;ALTO
5739;Basica;SIN CATEGORIA: BAJA MATRICULA
5740;Basica;SIN CATEGORIA: BAJA MATRICULA
5744;Basica;SIN CATEGORIA: BAJA MATRICULA
5745;Basica;MEDIO
5746;Basica;MEDIO
5747;Basica;SIN CATEGORIA: BAJA MATRICULA
5748;Basica;SIN CATEGORIA: BAJA MATRICULA
5750;Basica;ALTO
5751;Basica;SIN CATEGORIA: BAJA MATRICULA
5752;Basica;SIN CATEGORIA: BAJA MATRICULA
5753;Basica;ALTO
5754;Basica;MEDIO
5756;Basica;ALTO
5759;Basica;MEDIO-BAJO
5760;Basica;MEDIO
5761;Basica;MEDIO-BAJO
5763;Basica;MEDIO
5764;Basica;MEDIO
5765;Basica;MEDIO
5766;Basica;SIN CATEGORIA: BAJA MATRICULA
5767;Basica;MEDIO
5768;Basica;MEDIO
5770;Basica;SIN CATEGORIA: BAJA MATRICULA
5773;Basica;SIN CATEGORIA: BAJA MATRICULA
5774;Basica;ALTO
5776;Basica;SIN CATEGORIA: BAJA MATRICULA
5778;Basica;SIN CATEGORIA: BAJA MATRICULA
5779;Basica;SIN CATEGORIA: BAJA MATRICULA
5781;Basica;MEDIO-BAJO
5782;Basica;MEDIO
5783;Basica;SIN CATEGORIA: BAJA MATRICULA
5784;Basica;SIN CATEGORIA: BAJA MATRICULA
5785;Basica;SIN CATEGORIA: BAJA MATRICULA
5790;Basica;MEDIO
5791;Basica;ALTO
5793;Basica;MEDIO
5794;Basica;SIN CATEGORIA: BAJA MATRICULA
5796;Basica;ALTO
5797;Basica;ALTO
5798;Basica;MEDIO
5799;Basica;SIN CATEGORIA: BAJA MATRICULA
5800;Basica;SIN CATEGORIA: BAJA MATRICULA
5801;Basica;SIN CATEGORIA: BAJA MATRICULA
5803;Basica;SIN CATEGORIA: BAJA MATRICULA
5806;Basica;SIN CATEGORIA: BAJA MATRICULA
5807;Basica;SIN CATEGORIA: BAJA MATRICULA
5808;Basica;MEDIO
5810;Basica;ALTO
5812;Basica;ALTO
5813;Basica;ALTO
5814;Basica;MEDIO
5816;Basica;MEDIO
5824;Basica;MEDIO-BAJO
5825;Basica;MEDIO-BAJO
5827;Basica;MEDIO
5828;Basica;MEDIO-BAJO
5829;Basica;MEDIO
5831;Basica;MEDIO
5832;Basica;MEDIO
5833;Basica;INSUFICIENTE
5834;Basica;SIN CATEGORIA: BAJA MATRICULA
5835;Basica;SIN CATEGORIA: BAJA MATRICULA
5837;Basica;SIN CATEGORIA: BAJA MATRICULA
5838;Basica;SIN CATEGORIA: BAJA MATRICULA
5844;Basica;SIN CATEGORIA: BAJA MATRICULA
5846;Basica;SIN CATEGORIA: BAJA MATRICULA
5847;Basica;SIN CATEGORIA: BAJA MATRICULA
5849;Basica;SIN CATEGORIA: BAJA MATRICULA
5850;Basica;SIN CATEGORIA: BAJA MATRICULA
5851;Basica;SIN CATEGORIA: BAJA MATRICULA
5852;Basica;SIN CATEGORIA: BAJA MATRICULA
5854;Basica;MEDIO
5855;Basica;SIN CATEGORIA: BAJA MATRICULA
5857;Basica;SIN CATEGORIA: BAJA MATRICULA
5861;Basica;MEDIO
5862;Basica;MEDIO
5868;Basica;MEDIO
5869;Basica;MEDIO
5871;Basica;SIN CATEGORIA: BAJA MATRICULA
5872;Basica;MEDIO-BAJO
5873;Basica;MEDIO
5875;Basica;MEDIO
5876;Basica;SIN CATEGORIA: BAJA MATRICULA
5878;Basica;MEDIO
5880;Basica;MEDIO
5885;Basica;MEDIO
5888;Basica;MEDIO
5893;Basica;MEDIO
5894;Basica;MEDIO
5896;Basica;MEDIO
5897;Basica;MEDIO
5899;Basica;MEDIO
5901;Basica;MEDIO
5902;Basica;MEDIO
5905;Basica;ALTO
5911;Basica;ALTO
5919;Basica;MEDIO
5927;Basica;SIN CATEGORIA: BAJA MATRICULA
5930;Basica;SIN CATEGORIA: BAJA MATRICULA
5931;Basica;SIN CATEGORIA: BAJA MATRICULA
5933;Basica;SIN CATEGORIA: BAJA MATRICULA
5935;Basica;MEDIO
5938;Basica;MEDIO
5940;Basica;MEDIO
5942;Basica;MEDIO
5945;Basica;SIN CATEGORIA: BAJA MATRICULA
5947;Basica;MEDIO
5952;Basica;MEDIO-BAJO
5954;Basica;MEDIO
5955;Basica;MEDIO
5957;Basica;MEDIO-BAJO
5959;Basica;MEDIO
5960;Basica;MEDIO
5963;Basica;SIN CATEGORIA: BAJA MATRICULA
5964;Basica;SIN CATEGORIA: BAJA MATRICULA
5970;Basica;MEDIO
5973;Basica;SIN CATEGORIA: BAJA MATRICULA
5975;Basica;SIN CATEGORIA: BAJA MATRICULA
5977;Basica;SIN CATEGORIA: BAJA MATRICULA
5978;Basica;SIN CATEGORIA: BAJA MATRICULA
5980;Basica;SIN CATEGORIA: BAJA MATRICULA
5981;Basica;SIN CATEGORIA: BAJA MATRICULA
5984;Basica;SIN CATEGORIA: BAJA MATRICULA
5985;Basica;SIN CATEGORIA: BAJA MATRICULA
5987;Basica;SIN CATEGORIA: BAJA MATRICULA
5990;Basica;MEDIO
5993;Basica;MEDIO
5994;Basica;MEDIO
5995;Basica;SIN CATEGORIA: BAJA MATRICULA
5998;Basica;SIN CATEGORIA: BAJA MATRICULA
5999;Basica;MEDIO
6005;Basica;SIN CATEGORIA: BAJA MATRICULA
6006;Basica;SIN CATEGORIA: BAJA MATRICULA
6009;Basica;SIN CATEGORIA: BAJA MATRICULA
6011;Basica;SIN CATEGORIA: BAJA MATRICULA
6012;Basica;SIN CATEGORIA: BAJA MATRICULA
6015;Basica;SIN CATEGORIA: BAJA MATRICULA
6017;Basica;SIN CATEGORIA: BAJA MATRICULA
6018;Basica;MEDIO
6019;Basica;SIN CATEGORIA: BAJA MATRICULA
6021;Basica;SIN CATEGORIA: BAJA MATRICULA
6022;Basica;SIN CATEGORIA: BAJA MATRICULA
6023;Basica;SIN CATEGORIA: BAJA MATRICULA
6024;Basica;SIN CATEGORIA: BAJA MATRICULA
6025;Basica;SIN CATEGORIA: BAJA MATRICULA
6027;Basica;ALTO
6029;Basica;MEDIO
6030;Basica;SIN CATEGORIA: BAJA MATRICULA
6031;Basica;SIN CATEGORIA: BAJA MATRICULA
6032;Basica;SIN CATEGORIA: BAJA MATRICULA
6036;Basica;ALTO
6037;Basica;SIN CATEGORIA: BAJA MATRICULA
6038;Basica;MEDIO-BAJO
6039;Basica;MEDIO
6040;Basica;MEDIO
6041;Basica;ALTO
6042;Basica;SIN CATEGORIA: BAJA MATRICULA
6043;Basica;SIN CATEGORIA: BAJA MATRICULA
6044;Basica;SIN CATEGORIA: BAJA MATRICULA
6045;Basica;MEDIO
6046;Basica;SIN CATEGORIA: BAJA MATRICULA
6048;Basica;SIN CATEGORIA: BAJA MATRICULA
6049;Basica;SIN CATEGORIA: BAJA MATRICULA
6052;Basica;MEDIO
6053;Basica;ALTO
6054;Basica;SIN CATEGORIA: BAJA MATRICULA
6056;Basica;ALTO
6060;Basica;MEDIO
6062;Basica;SIN CATEGORIA: BAJA MATRICULA
6063;Basica;SIN CATEGORIA: BAJA MATRICULA
6066;Basica;MEDIO
6069;Basica;MEDIO
6071;Basica;MEDIO
6072;Basica;MEDIO-BAJO
6075;Basica;SIN CATEGORIA: BAJA MATRICULA
6076;Basica;SIN CATEGORIA: BAJA MATRICULA
6077;Basica;SIN CATEGORIA: BAJA MATRICULA
6082;Basica;MEDIO
6083;Basica;SIN CATEGORIA: BAJA MATRICULA
6086;Basica;MEDIO
6087;Basica;MEDIO
6088;Basica;MEDIO
6089;Basica;ALTO
6090;Basica;MEDIO
6092;Basica;MEDIO
6093;Basica;SIN CATEGORIA: BAJA MATRICULA
6097;Basica;SIN CATEGORIA: BAJA MATRICULA
6107;Basica;SIN CATEGORIA: BAJA MATRICULA
6108;Basica;SIN CATEGORIA: BAJA MATRICULA
6115;Basica;MEDIO
6116;Basica;MEDIO
6117;Basica;MEDIO-BAJO
6118;Basica;MEDIO
6119;Basica;MEDIO
6120;Basica;MEDIO
6121;Basica;MEDIO
6122;Basica;MEDIO
6123;Basica;SIN CATEGORIA: BAJA MATRICULA
6124;Basica;SIN CATEGORIA: BAJA MATRICULA
6126;Basica;MEDIO
6127;Basica;SIN CATEGORIA: BAJA MATRICULA
6129;Basica;SIN CATEGORIA: BAJA MATRICULA
6135;Basica;MEDIO
6137;Basica;SIN CATEGORIA: BAJA MATRICULA
6138;Basica;MEDIO
6139;Basica;SIN CATEGORIA: BAJA MATRICULA
6140;Basica;SIN CATEGORIA: BAJA MATRICULA
6142;Basica;SIN CATEGORIA: BAJA MATRICULA
6143;Basica;SIN CATEGORIA: BAJA MATRICULA
6144;Basica;SIN CATEGORIA: BAJA MATRICULA
6147;Basica;SIN CATEGORIA: BAJA MATRICULA
6149;Basica;SIN CATEGORIA: BAJA MATRICULA
6151;Basica;SIN CATEGORIA: BAJA MATRICULA
6154;Basica;SIN CATEGORIA: BAJA MATRICULA
6155;Basica;SIN CATEGORIA: BAJA MATRICULA
6157;Basica;SIN CATEGORIA: BAJA MATRICULA
6160;Basica;SIN CATEGORIA: BAJA MATRICULA
6161;Basica;MEDIO
6164;Basica;MEDIO-BAJO
6165;Basica;MEDIO-BAJO
6166;Basica;MEDIO
6168;Basica;SIN CATEGORIA: BAJA MATRICULA
6170;Basica;ALTO
6173;Basica;SIN CATEGORIA: BAJA MATRICULA
6175;Basica;SIN CATEGORIA: BAJA MATRICULA
6177;Basica;SIN CATEGORIA: BAJA MATRICULA
6178;Basica;SIN CATEGORIA: BAJA MATRICULA
6179;Basica;SIN CATEGORIA: BAJA MATRICULA
6180;Basica;SIN CATEGORIA: BAJA MATRICULA
6181;Basica;MEDIO-BAJO
6183;Basica;MEDIO-BAJO
6188;Basica;MEDIO
6189;Basica;MEDIO
6190;Basica;MEDIO
6192;Basica;SIN CATEGORIA: BAJA MATRICULA
6197;Basica;SIN CATEGORIA: BAJA MATRICULA
6198;Basica;SIN CATEGORIA: BAJA MATRICULA
6200;Basica;MEDIO-BAJO
6204;Basica;MEDIO
6205;Basica;ALTO
6206;Basica;SIN CATEGORIA: BAJA MATRICULA
6207;Basica;MEDIO
6208;Basica;SIN CATEGORIA: BAJA MATRICULA
6210;Basica;INSUFICIENTE
6211;Basica;MEDIO-BAJO
6214;Basica;MEDIO
6216;Basica;MEDIO
6219;Basica;MEDIO
6220;Basica;MEDIO
